iv-koninkrijksrelaties-en-h-bes-fonds-rijksbegroting-2027	03-fondsen	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/iv-koninkrijksrelaties-en-h-bes-fonds-rijksbegroting-2027/4-koninkrijksrelaties-en-bes-fonds.pdf	/workspace/Prinsjesdag-2026-begroting-2027/03-fondsen/iv-koninkrijksrelaties-en-h-bes-fonds-rijksbegroting-2027__4-koninkrijksrelaties-en-bes-fonds.pdf
ix-financien-en-nationale-schuld-rijksbegroting-2027	02-begrotingen	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/ix-financien-en-nationale-schuld-rijksbegroting-2027/9-financien-en-nationale-schuld.pdf	/workspace/Prinsjesdag-2026-begroting-2027/02-begrotingen/ix-financien-en-nationale-schuld-rijksbegroting-2027__9-financien-en-nationale-schuld.pdf
j-deltafonds-2027	03-fondsen	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/j-deltafonds-2027/j-deltafonds.pdf	/workspace/Prinsjesdag-2026-begroting-2027/03-fondsen/j-deltafonds-2027__j-deltafonds.pdf
k-defensiematerieelbegrotingsfonds-2027	03-fondsen	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/k-defensiematerieelbegrotingsfonds-2027/k-defensiematerieelbegrotingsfonds.pdf	/workspace/Prinsjesdag-2026-begroting-2027/03-fondsen/k-defensiematerieelbegrotingsfonds-2027__k-defensiematerieelbegrotingsfonds.pdf
l-nationaal-groeifonds-2027	03-fondsen	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/l-nationaal-groeifonds-2027/l-nationaal-groeifonds.pdf	/workspace/Prinsjesdag-2026-begroting-2027/03-fondsen/l-nationaal-groeifonds-2027__l-nationaal-groeifonds.pdf
m-klimaat-en-energiefonds-2027	03-fondsen	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/m-klimaat-en-energiefonds-2027/m-klimaat-en-energiefonds.pdf	/workspace/Prinsjesdag-2026-begroting-2027/03-fondsen/m-klimaat-en-energiefonds-2027__m-klimaat-en-energiefonds.pdf
miljoenennota-2027	01-miljoenennota	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/miljoenennota-2027/00-miljoenennota-pdf.pdf	/workspace/Prinsjesdag-2026-begroting-2027/01-miljoenennota/miljoenennota-2027__00-miljoenennota-pdf.pdf
nader-rapport-miljoenennota-2027	01-miljoenennota	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/nader-rapport-miljoenennota-2027/nader-rapport-over-de-ontwerp-miljoenennota-2027.pdf	/workspace/Prinsjesdag-2026-begroting-2027/01-miljoenennota/nader-rapport-miljoenennota-2027__nader-rapport-over-de-ontwerp-miljoenennota-2027.pdf
nader-rapport-wetsvoorstel-belastingplan-2027	04-belastingplan	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/nader-rapport-wetsvoorstel-belastingplan-2027/nader-rapport-inzake-het-wetsvoorstel-belastingplan-2027.pdf	/workspace/Prinsjesdag-2026-begroting-2027/04-belastingplan/nader-rapport-wetsvoorstel-belastingplan-2027__nader-rapport-inzake-het-wetsvoorstel-belastingplan-2027.pdf
nader-rapport-wetsvoorstel-fiscale-stimulering-start-ups-en-scale-ups	04-belastingplan	https://www.rijksoverheid.nl/site/binaries/site-content/collections/documents/2026/09/15/nader-rapport-wetsvoorstel-fiscale-stimulering-start-ups-en-scale-ups/wetsvoorstel-wet-fiscale-stimulering-start-ups-en-scale-ups-nader-rapport.pdf	/workspace/Prinsjesdag-2026-begroting-2027/04-belastingplan/nader-rapport-wetsvoorstel-fiscale-stimulering-start-ups-en-scale-ups__wetsvoorstel-wet-fiscale-stimulering-start-ups-en-scale-ups-nader-rapport.pdf
